"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"INF1 24xlarge","inf1.24xlarge","192.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","330","11","No","Yes","Yes","No","Unknown","No","$7.615000 hourly","$4.797000 hourly","$7.745 hourly","$4.927 hourly","$7.765 hourly","$4.857 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$9.237 hourly","$6.42 hourly","$19.135 hourly","$16.317 hourly","$43.615 hourly","$40.797 hourly","0","unavailable"
"R5A 24xlarge","r5a.24xlarge","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","13570.0 Mbps","1696.25 Mbps","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","Yes","$5.424000 hourly","$3.417000 hourly","$5.554 hourly","$3.547 hourly","$5.574 hourly","$3.477 hourly","$9.840000 hourly","$7.833000 hourly","$11.462 hourly","$9.456 hourly","$21.36 hourly","$19.353 hourly","$45.84 hourly","$43.833 hourly","$7.046 hourly","$5.04 hourly","$16.944 hourly","$14.937 hourly","$41.424 hourly","$39.417 hourly","0","$0.270 hourly"
"G3 16xlarge","g3.16xlarge","488.0 GiB","201 units","64 vCPUs","4","NVIDIA Tesla M60","32 GiB","5.2","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$4.560000 hourly","$3.112200 hourly","$4.69 hourly","$3.2422 hourly","$4.66 hourly","$3.1452 hourly","$7.504000 hourly","$6.056200 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton Processor","2.3 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.204000 hourly","$0.128500 hourly","$0.334 hourly","$0.2585 hourly","$0.354 hourly","$0.1885 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C4 High-CPU Extra Large","c4.xlarge","7.5 GiB","16 units","4 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","High","750.0 Mbps","93.75 Mbps","6000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.199000 hourly","$0.126000 hourly","$0.259 hourly","$0.186 hourly","$0.299 hourly","$0.159 hourly","$0.383000 hourly","$0.310000 hourly","$0.624 hourly","$0.381 hourly","$1.51 hourly","$1.27 hourly","$1.883 hourly","$1.81 hourly","$0.268 hourly","$0.194 hourly","$0.68 hourly","$0.606 hourly","$1.7 hourly","$1.626 hourly","$0.00 hourly","$0.052 hourly"
"X1E Quadruple Extra Large","x1e.4xlarge","488.0 GiB","47 units","16 vCPUs","0","None","0 GiB","0","0","2.938 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","unknown","480 GiB               SSD","Yes","No","64-bit","Up to 10 Gigabit","1750.0 Mbps","218.75 Mbps","10000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","No","$3.336000 hourly","$2.056000 hourly","$3.466 hourly","$2.186 hourly","$3.436 hourly","$2.089 hourly","$4.072000 hourly","$2.792000 hourly","$4.342 hourly","$3.062 hourly","$5.992 hourly","$4.712 hourly","$10.072 hourly","$8.792 hourly","$3.606 hourly","$2.326 hourly","$5.256 hourly","$3.976 hourly","$9.336 hourly","$8.056 hourly","0","unavailable"
"M5AD Extra Large","m5ad.xlarge","16.0 GiB","0 units","4 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","150 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","2880.0 Mbps","360.0 Mbps","16000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.206000 hourly","$0.130000 hourly","$0.266 hourly","$0.19 hourly","$0.331 hourly","$0.18 hourly","$0.390000 hourly","$0.314000 hourly","$0.458 hourly","$0.381 hourly","$0.87 hourly","$0.794 hourly","$1.89 hourly","$1.814 hourly","$0.274 hourly","$0.197 hourly","$0.686 hourly","$0.61 hourly","$1.706 hourly","$1.63 hourly","0","unavailable"
"C6GD Metal","c6gd.metal","128.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","3800 GiB               (2 * 1900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$2.457600 hourly","$1.548300 hourly","$2.5876 hourly","$1.6783 hourly","$2.6076 hourly","$1.6083 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M4 General Purpose Large","m4.large","8.0 GiB","6.5 units","2 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","Moderate","450.0 Mbps","56.25 Mbps","3600.0 IOPS","No","20","2","Yes","Yes","Yes","No","HVM","Yes","$0.100000 hourly","$0.062000 hourly","$0.16 hourly","$0.122 hourly","$0.2 hourly","$0.095 hourly","$0.192000 hourly","$0.154000 hourly","$0.24 hourly","$0.194 hourly","$0.672 hourly","$0.634 hourly","unavailable","unavailable","$0.1676 hourly","$0.1296 hourly","$0.58 hourly","$0.542 hourly","unavailable","unavailable","$0.00 hourly","$0.030 hourly"
"H1 Quadruple Extra Large","h1.4xlarge","64.0 GiB","58 units","16 vCPUs","0","None","0 GiB","0","0","3.625 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","4000 GiB               (2 * 2000 GiB HDD)","Yes","N/A","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$0.936000 hourly","$0.636000 hourly","$1.066 hourly","$0.766 hourly","$1.036 hourly","$0.669 hourly","$1.672000 hourly","$1.372000 hourly","$1.942 hourly","$1.643 hourly","$3.592 hourly","$3.292 hourly","$7.672 hourly","$7.372 hourly","$1.206 hourly","$0.907 hourly","$2.856 hourly","$2.556 hourly","$6.936 hourly","$6.636 hourly","0","$0.234 hourly"
"X1E Extra Large","x1e.xlarge","122.0 GiB","12 units","4 vCPUs","0","None","0 GiB","0","0","3 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","unknown","120 GiB               SSD","Yes","No","64-bit","Up to 10 Gigabit","500.0 Mbps","62.5 Mbps","3700.0 IOPS","No","30","3","Yes","Yes","Yes","No","HVM","No","$0.834000 hourly","$0.514000 hourly","$0.894 hourly","$0.574 hourly","$0.934 hourly","$0.547 hourly","$1.018000 hourly","$0.698000 hourly","$1.086 hourly","$0.766 hourly","$1.498 hourly","$1.178 hourly","$2.518 hourly","$2.198 hourly","$0.902 hourly","$0.582 hourly","$1.314 hourly","$0.994 hourly","$2.334 hourly","$2.014 hourly","0","unavailable"
"R5N Large","r5n.large","16.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","30","3","No","Yes","Yes","No","Unknown","No","$0.149000 hourly","$0.094000 hourly","$0.209 hourly","$0.154 hourly","unavailable","unavailable","$0.241000 hourly","$0.186000 hourly","$0.309 hourly","$0.253 hourly","$0.721 hourly","$0.666 hourly","unavailable","unavailable","$0.217 hourly","$0.161 hourly","$0.629 hourly","$0.574 hourly","unavailable","unavailable","0","unavailable"
"R3 High-Memory Large","r3.large","15.25 GiB","6.5 units","2 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","32 GiB               SSD","Yes","Yes","64-bit","Moderate","N/A","0 Mbps","0 IOPS","No","30","3","Yes","No","Yes","No","HVM","No","$0.166000 hourly","$0.105000 hourly","$0.226 hourly","$0.165 hourly","$0.266 hourly","$0.138 hourly","$0.291000 hourly","$0.238000 hourly","$0.386 hourly","$0.272 hourly","$0.946 hourly","$0.833 hourly","unavailable","unavailable","$0.234 hourly","$0.162 hourly","$0.646 hourly","$0.574 hourly","unavailable","unavailable","unavailable","unavailable"
"R5N Double Extra Large","r5n.2xlarge","64.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","No","Yes","Yes","No","Unknown","No","$0.596000 hourly","$0.375000 hourly","$0.726 hourly","$0.505 hourly","unavailable","unavailable","$0.964000 hourly","$0.743000 hourly","$1.099 hourly","$0.879 hourly","$1.924 hourly","$1.703 hourly","$3.964 hourly","$3.743 hourly","$0.731 hourly","$0.511 hourly","$1.556 hourly","$1.335 hourly","$3.596 hourly","$3.375 hourly","0","unavailable"
"C4 High-CPU Large","c4.large","3.75 GiB","8 units","2 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","Moderate","500.0 Mbps","62.5 Mbps","4000.0 IOPS","No","30","3","Yes","Yes","Yes","No","HVM","Yes","$0.100000 hourly","$0.063000 hourly","$0.16 hourly","$0.123 hourly","$0.2 hourly","$0.096 hourly","$0.192000 hourly","$0.155000 hourly","$0.331 hourly","$0.226 hourly","$1.319 hourly","$1.068 hourly","unavailable","unavailable","$0.168 hourly","$0.131 hourly","$0.58 hourly","$0.543 hourly","unavailable","unavailable","$0.00 hourly","$0.026 hourly"
"M3 General Purpose Double Extra Large","m3.2xlarge","30.0 GiB","26 units","8 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","160 GiB               (2 * 80 GiB SSD)","No","No","64-bit","High","1000.0 Mbps","125.0 Mbps","8000.0 IOPS","No","120","4","No","No","No","No","HVM, PV","Yes","$0.532000 hourly","$0.380000 hourly","$0.662 hourly","$0.51 hourly","$0.632 hourly","$0.413 hourly","$1.036000 hourly","$0.793000 hourly","$1.468 hourly","$0.957 hourly","$2.532 hourly","$1.661 hourly","$3.9 hourly","$3.756 hourly","$0.671 hourly","$0.48 hourly","$1.496 hourly","$1.305 hourly","$3.536 hourly","$3.345 hourly","0","$0.140 hourly"
"M5N 12xlarge","m5n.12xlarge","192.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","50 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$2.856000 hourly","$1.799000 hourly","$2.986 hourly","$1.929 hourly","unavailable","unavailable","$5.064000 hourly","$4.007000 hourly","$5.875 hourly","$4.818 hourly","$10.824 hourly","$9.767 hourly","$23.064 hourly","$22.007 hourly","$3.667 hourly","$2.61 hourly","$8.616 hourly","$7.559 hourly","$20.856 hourly","$19.799 hourly","0","unavailable"
"M4 General Purpose Deca Extra Large","m4.10xlarge","160.0 GiB","124.5 units","40 vCPUs","0","None","0 GiB","0","0","3.112 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","4000.0 Mbps","500.0 Mbps","32000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$2.000000 hourly","$1.239000 hourly","$2.13 hourly","$1.369 hourly","$2.1 hourly","$1.272 hourly","$3.840000 hourly","$3.079000 hourly","$4.582 hourly","$3.449 hourly","$8.64 hourly","$7.879 hourly","$18.84 hourly","$18.079 hourly","$2.676 hourly","$1.915 hourly","$6.8 hourly","$6.039 hourly","$17 hourly","$16.239 hourly","$0.00 hourly","$0.270 hourly"
"M5AD Large","m5ad.large","8.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","75 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","2880.0 Mbps","360.0 Mbps","16000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.103000 hourly","$0.065000 hourly","$0.163 hourly","$0.125 hourly","$0.166 hourly","$0.09 hourly","$0.195000 hourly","$0.157000 hourly","$0.263 hourly","$0.224 hourly","$0.675 hourly","$0.637 hourly","unavailable","unavailable","$0.171 hourly","$0.132 hourly","$0.583 hourly","$0.545 hourly","unavailable","unavailable","0","unavailable"
"R5DN Eight Extra Large","r5dn.8xlarge","256.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","1200 GiB               (2 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$2.672000 hourly","$1.683000 hourly","$2.802 hourly","$1.813 hourly","unavailable","unavailable","$4.144000 hourly","$3.155000 hourly","$4.685 hourly","$3.696 hourly","$7.984 hourly","$6.995 hourly","$16.144 hourly","$15.155 hourly","$3.213 hourly","$2.224 hourly","$6.512 hourly","$5.523 hourly","$14.672 hourly","$13.683 hourly","0","unavailable"
"M6G Double Extra Large","m6g.2xlarge","32.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.308000 hourly","$0.193200 hourly","$0.438 hourly","$0.3232 hourly","$0.458 hourly","$0.2532 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R5N 16xlarge","r5n.16xlarge","512.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","75 Gigabit","13600.0 Mbps","1700.0 Mbps","60000.0 IOPS","Yes","750","15","No","Yes","Yes","No","Unknown","No","$4.768000 hourly","$3.004000 hourly","$4.898 hourly","$3.134 hourly","unavailable","unavailable","$7.712000 hourly","$5.948000 hourly","$8.794 hourly","$7.029 hourly","$15.392 hourly","$13.628 hourly","$31.712 hourly","$29.948 hourly","$5.85 hourly","$4.085 hourly","$12.448 hourly","$10.684 hourly","$28.768 hourly","$27.004 hourly","0","unavailable"
"X1 Extra High-Memory 32xlarge","x1.32xlarge","1952.0 GiB","349 units","128 vCPUs","0","None","0 GiB","0","0","2.727 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","Yes","3840 GiB               (2 * 1920 GiB SSD)","Yes","No","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","$13.338000 hourly","$8.219000 hourly","$13.468 hourly","$8.349 hourly","$13.438 hourly","$8.252 hourly","$19.226000 hourly","$14.107000 hourly","$21.88 hourly","$16.271 hourly","$34.586 hourly","$29.467 hourly","$67.226 hourly","$62.107 hourly","$15.501 hourly","$10.383 hourly","$28.698 hourly","$23.579 hourly","$61.338 hourly","$56.219 hourly","0","unavailable"
"C6GN 12xlarge","c6gn.12xlarge","96.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","75 Gigabit","28500.0 Mbps","3562.5 Mbps","120000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$2.073600 hourly","$1.308760 hourly","$2.2036 hourly","$1.43876 hourly","$2.2236 hourly","$1.36876 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R5N Eight Extra Large","r5n.8xlarge","256.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$2.384000 hourly","$1.502000 hourly","$2.514 hourly","$1.632 hourly","unavailable","unavailable","$3.856000 hourly","$2.974000 hourly","$4.397 hourly","$3.515 hourly","$7.696 hourly","$6.814 hourly","$15.856 hourly","$14.974 hourly","$2.925 hourly","$2.043 hourly","$6.224 hourly","$5.342 hourly","$14.384 hourly","$13.502 hourly","0","unavailable"
"G4AD Eight Extra Large","g4ad.8xlarge","128.0 GiB","0 units","32 vCPUs","2","None","0 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","1200 GiB               NVMe SSD","Yes","Yes","64-bit","15 Gigabit","3170.0 Mbps","396.25 Mbps","13333.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$1.734000 hourly","$1.092420 hourly","$1.864 hourly","$1.22242 hourly","$1.884 hourly","$1.15242 hourly","$3.206000 hourly","$2.564420 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","75 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","30","3","No","Yes","Yes","No","Unknown","No","$0.136000 hourly","$0.086000 hourly","$0.196 hourly","$0.146 hourly","unavailable","unavailable","$0.228000 hourly","$0.178000 hourly","$0.296 hourly","$0.245 hourly","$0.708 hourly","$0.658 hourly","unavailable","unavailable","$0.204 hourly","$0.153 hourly","$0.616 hourly","$0.566 hourly","unavailable","unavailable","0","unavailable"
"P3 16xlarge","p3.16xlarge","488.0 GiB","201 units","64 vCPUs","8","NVIDIA Tesla V100","128 GiB","7.0","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$24.480000 hourly","$16.708000 hourly","$24.61 hourly","$16.838 hourly","$24.58 hourly","$16.741 hourly","$27.424000 hourly","$19.652000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
